constructorId,url,name,nationality
brm,http://en.wikipedia.org/wiki/BRM,BRM,British
bugatti,http://en.wikipedia.org/wiki/Bugatti,Bugatti,French
connaught,http://en.wikipedia.org/wiki/Connaught_Engineering,Connaught,British
cooper,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper,British
emeryson,http://en.wikipedia.org/wiki/Emeryson,Emeryson,British
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
gordini,http://en.wikipedia.org/wiki/Gordini,Gordini,French
kurtis_kraft,http://en.wikipedia.org/wiki/Kurtis_Kraft,Kurtis Kraft,American
kuzma,http://en.wikipedia.org/wiki/Kuzma_(constructor),Kuzma,American
lesovsky,http://en.wikipedia.org/wiki/Lesovsky,Lesovsky,American
maserati,http://en.wikipedia.org/wiki/Maserati,Maserati,Italian
phillips,http://en.wikipedia.org/wiki/Phillips_(constructor),Phillips,American
stevens,http://en.wikipedia.org/wiki/Stevens_(constructor),Stevens,American
vanwall,http://en.wikipedia.org/wiki/Vanwall,Vanwall,British
watson,http://en.wikipedia.org/wiki/A.J._Watson,Watson,American
