constructorId,url,name,nationality
adams,http://en.wikipedia.org/wiki/Adams_(constructor),Adams,American
alfa,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One,Alfa Romeo,Swiss
alta,http://en.wikipedia.org/wiki/Alta_auto_racing_team,Alta,British
cooper,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper,British
deidt,http://en.wikipedia.org/wiki/Deidt,Deidt,American
era,http://en.wikipedia.org/wiki/English_Racing_Automobiles,ERA,British
ewing,http://en.wikipedia.org/wiki/Ewing_(constructor),Ewing,American
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
kurtis_kraft,http://en.wikipedia.org/wiki/Kurtis_Kraft,Kurtis Kraft,American
lago,http://en.wikipedia.org/wiki/Talbot-Lago,Talbot-Lago,French
langley,http://en.wikipedia.org/wiki/Langley_(constructor),Langley,American
lesovsky,http://en.wikipedia.org/wiki/Lesovsky,Lesovsky,American
marchese,http://en.wikipedia.org/wiki/Marchese_(constructor),Marchese,American
maserati,http://en.wikipedia.org/wiki/Maserati,Maserati,Italian
milano,http://en.wikipedia.org/wiki/Scuderia_Milano,Milano,Italian
moore,http://en.wikipedia.org/wiki/Moore_(constructor),Moore,American
nichels,http://en.wikipedia.org/wiki/Nichels,Nichels,American
olson,http://en.wikipedia.org/wiki/Olson_(constructor),Olson,American
rae,http://en.wikipedia.org/wiki/Rae_(motorsport),Rae,American
simca,http://en.wikipedia.org/wiki/Simca,Simca,French
snowberger,http://en.wikipedia.org/wiki/Snowberger,Snowberger,American
stevens,http://en.wikipedia.org/wiki/Stevens_(constructor),Stevens,American
watson,http://en.wikipedia.org/wiki/A.J._Watson,Watson,American
wetteroth,http://en.wikipedia.org/wiki/Wetteroth,Wetteroth,American
