constructorId,url,name,nationality
afm,http://en.wikipedia.org/wiki/Alex_von_Falkenhausen_Motorenbau,AFM,German
alta,http://en.wikipedia.org/wiki/Alta_auto_racing_team,Alta,British
bmw,http://en.wikipedia.org/wiki/BMW,BMW,German
bromme,http://en.wikipedia.org/wiki/Bromme,Bromme,American
butterworth,http://en.wikipedia.org/wiki/Aston_Butterworth,Aston Butterworth,British
cisitalia,http://en.wikipedia.org/wiki/Cisitalia,Cisitalia,Italian
connaught,http://en.wikipedia.org/wiki/Connaught_Engineering,Connaught,British
cooper,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper,British
deidt,http://en.wikipedia.org/wiki/Deidt,Deidt,American
era,http://en.wikipedia.org/wiki/English_Racing_Automobiles,ERA,British
ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian
frazer_nash,http://en.wikipedia.org/wiki/Frazer_Nash,Frazer Nash,British
gordini,http://en.wikipedia.org/wiki/Gordini,Gordini,French
hwm,http://en.wikipedia.org/wiki/Hersham_and_Walton_Motors,HWM,British
kurtis_kraft,http://en.wikipedia.org/wiki/Kurtis_Kraft,Kurtis Kraft,American
kuzma,http://en.wikipedia.org/wiki/Kuzma_(constructor),Kuzma,American
lesovsky,http://en.wikipedia.org/wiki/Lesovsky,Lesovsky,American
maserati,http://en.wikipedia.org/wiki/Maserati,Maserati,Italian
osca,http://en.wikipedia.org/wiki/Officine_Specializate_Costruzione_Automobili,OSCA,Italian
sherman,http://en.wikipedia.org/wiki/Sherman_(constructor),Sherman,American
simca,http://en.wikipedia.org/wiki/Simca,Simca,French
stevens,http://en.wikipedia.org/wiki/Stevens_(constructor),Stevens,American
trevis,http://en.wikipedia.org/wiki/Trevis,Trevis,American
veritas,http://en.wikipedia.org/wiki/Veritas_(constructor),Veritas,German
watson,http://en.wikipedia.org/wiki/A.J._Watson,Watson,American
