position,positionText,points,wins,constructorId,url,name,nationality,season,round
1,1,73,7,tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1971,11
2,2,36,2,brm,http://en.wikipedia.org/wiki/BRM,BRM,British,1971,11
3,3,34,0,march-ford,http://en.wikipedia.org/wiki/March_Engineering,March-Ford,British,1971,11
4,4,33,2,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1971,11
5,5,21,0,lotus-ford,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Ford,British,1971,11
6,6,10,0,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1971,11
7,7,9,0,matra,http://en.wikipedia.org/wiki/Matra,Matra,French,1971,11
8,8,8,0,surtees,http://en.wikipedia.org/wiki/Surtees,Surtees,British,1971,11
9,9,5,0,brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1971,11
,-,0,0,lotus-pw,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Pratt &amp; Whitney,British,1971,11
,-,0,0,march-alfa_romeo,http://en.wikipedia.org/wiki/March_Engineering,March-Alfa Romeo,British,1971,11
,-,0,0,bellasi,http://en.wikipedia.org/wiki/Bellasi,Bellasi,Swiss,1971,11
