position,positionText,points,wins,constructorId,url,name,nationality,season,round
1,1,460,7,red_bull,http://en.wikipedia.org/wiki/Red_Bull_Racing,Red Bull,Austrian,2012,20
2,2,400,3,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,2012,20
3,3,378,7,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,2012,20
4,4,303,1,lotus_f1,http://en.wikipedia.org/wiki/Lotus_F1,Lotus F1,British,2012,20
5,5,142,1,mercedes,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,Mercedes,German,2012,20
6,6,126,0,sauber,http://en.wikipedia.org/wiki/Sauber_Motorsport,Sauber,Swiss,2012,20
7,7,109,0,force_india,http://en.wikipedia.org/wiki/Racing_Point_Force_India,Force India,Indian,2012,20
8,8,76,1,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2012,20
9,9,26,0,toro_rosso,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso,Toro Rosso,Italian,2012,20
10,10,0,0,caterham,http://en.wikipedia.org/wiki/Caterham_F1,Caterham,Malaysian,2012,20
11,11,0,0,marussia,http://en.wikipedia.org/wiki/Marussia_F1,Marussia,Russian,2012,20
12,12,0,0,hrt,http://en.wikipedia.org/wiki/Hispania_Racing,HRT,Spanish,2012,20
