position,positionText,points,wins,constructorId,url,name,nationality,season,round
1,1,701,16,mercedes,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,Mercedes,German,2014,19
2,2,405,3,red_bull,http://en.wikipedia.org/wiki/Red_Bull_Racing,Red Bull,Austrian,2014,19
3,3,320,0,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2014,19
4,4,216,0,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,2014,19
5,5,181,0,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,2014,19
6,6,155,0,force_india,http://en.wikipedia.org/wiki/Racing_Point_Force_India,Force India,Indian,2014,19
7,7,30,0,toro_rosso,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso,Toro Rosso,Italian,2014,19
8,8,10,0,lotus_f1,http://en.wikipedia.org/wiki/Lotus_F1,Lotus F1,British,2014,19
9,9,2,0,marussia,http://en.wikipedia.org/wiki/Marussia_F1,Marussia,Russian,2014,19
10,10,0,0,sauber,http://en.wikipedia.org/wiki/Sauber_Motorsport,Sauber,Swiss,2014,19
11,11,0,0,caterham,http://en.wikipedia.org/wiki/Caterham_F1,Caterham,Malaysian,2014,19
