position,positionText,points,wins,constructorId,url,name,nationality,season,round
1,1,54,7,lotus-climax,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Climax,British,1963,10
2,2,36,2,brm,http://en.wikipedia.org/wiki/BRM,BRM,British,1963,10
3,3,28,0,brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1963,10
4,4,26,1,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1963,10
5,5,25,0,cooper-climax,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Climax,British,1963,10
6,6,6,0,brp,http://en.wikipedia.org/wiki/British_Racing_Partnership,BRP,British,1963,10
7,7,5,0,porsche,http://en.wikipedia.org/wiki/Porsche_in_Formula_One,Porsche,German,1963,10
8,8,4,0,lotus-brm,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-BRM,British,1963,10
,-,0,0,lola,http://en.wikipedia.org/wiki/MasterCard_Lola,Lola,British,1963,10
,-,0,0,stebro,http://en.wikipedia.org/wiki/Stebro,Stebro,Canadian,1963,10
,-,0,0,scirocco,http://en.wikipedia.org/wiki/Scirocco-Powell,Scirocco,British,1963,10
,-,0,0,ats,http://en.wikipedia.org/wiki/ATS_(wheels),ATS,Italian,1963,10
,-,0,0,lds,http://en.wikipedia.org/wiki/LDS_(automobile),LDS,South African,1963,10
,-,0,0,cooper-maserati,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Maserati,British,1963,10
,-,0,0,lotus-ford,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Ford,British,1963,10
,-,0,0,alfa,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One,Alfa Romeo,Swiss,1963,10
,-,0,0,gilby,http://en.wikipedia.org/wiki/Gilby,Gilby,British,1963,10
,-,0,0,tomaso,http://en.wikipedia.org/wiki/De_Tomaso,De Tomaso,Italian,1963,10
,-,0,0,team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1963,10
,-,0,0,lotus-maserati,http://en.wikipedia.org/wiki/Team_Lotus,Lotus-Maserati,British,1963,10
