position,positionText,points,wins,constructorId,url,name,nationality,season,round
1,1,40,5,cooper-climax,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Climax,British,1959,9
2,2,32,2,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1959,9
3,3,18,1,brm,http://en.wikipedia.org/wiki/BRM,BRM,British,1959,9
4,4,5,0,team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1959,9
,-,0,0,aston_martin,http://en.wikipedia.org/wiki/Aston_Martin_in_Formula_One,Aston Martin,British,1959,9
,-,0,0,cooper-maserati,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Maserati,British,1959,9
,-,0,0,kurtis_kraft,http://en.wikipedia.org/wiki/Kurtis_Kraft,Kurtis Kraft,American,1959,9
,-,0,0,porsche,http://en.wikipedia.org/wiki/Porsche_in_Formula_One,Porsche,German,1959,9
,-,0,0,maserati,http://en.wikipedia.org/wiki/Maserati,Maserati,Italian,1959,9
,-,0,0,cooper-borgward,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-Borgward,British,1959,9
,-,0,0,cooper-osca,http://en.wikipedia.org/wiki/Cooper_Car_Company,Cooper-OSCA,British,1959,9
,-,0,0,tec-mec,http://en.wikipedia.org/wiki/Tec-Mec,Tec-Mec,Italian,1959,9
,-,0,0,connaught,http://en.wikipedia.org/wiki/Connaught_Engineering,Connaught,British,1959,9
,-,0,0,jbw,http://en.wikipedia.org/wiki/JBW,JBW,British,1959,9
,-,0,0,vanwall,http://en.wikipedia.org/wiki/Vanwall,Vanwall,British,1959,9
