position,positionText,points,wins,constructorId,url,name,nationality,season,round
1,1,143.5,12,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1984,16
2,2,57.5,1,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1984,16
3,3,47,0,team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1984,16
4,4,38,2,brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1984,16
5,5,34,0,renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French,1984,16
6,6,25.5,1,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1984,16
7,7,16,0,toleman,http://en.wikipedia.org/wiki/Toleman,Toleman,British,1984,16
8,8,11,0,alfa,http://en.wikipedia.org/wiki/Alfa_Romeo_in_Formula_One,Alfa Romeo,Swiss,1984,16
9,9,6,0,arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1984,16
10,10,3,0,ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1984,16
11,11,2,0,osella,http://en.wikipedia.org/wiki/Osella,Osella,Italian,1984,16
,-,0,0,ats,http://en.wikipedia.org/wiki/ATS_(wheels),ATS,Italian,1984,16
,-,0,0,spirit,http://en.wikipedia.org/wiki/Spirit_(racing_team),Spirit,British,1984,16
,-,0,0,ram,http://en.wikipedia.org/wiki/RAM_Racing,RAM,British,1984,16
,-,0,0,tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1984,16
