position,positionText,points,wins,constructorId,url,name,nationality,season,round
1,1,84,4,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1977,17
2,2,62,5,team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1977,17
3,3,56,3,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1977,17
4,4,55,3,wolf,http://en.wikipedia.org/wiki/Walter_Wolf_Racing,Wolf,Canadian,1977,17
5,5,27,0,brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1977,17
6,6,27,0,tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1977,17
7,7,23,1,shadow,http://en.wikipedia.org/wiki/Shadow_Racing_Cars,Shadow,British,1977,17
8,8,18,1,ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1977,17
9,9,11,0,fittipaldi,http://en.wikipedia.org/wiki/Fittipaldi_%28constructor%29,Fittipaldi,Brazilian,1977,17
10,10,10,0,ensign,http://en.wikipedia.org/wiki/Ensign_%28racing_team%29,Ensign,British,1977,17
11,11,6,0,surtees,http://en.wikipedia.org/wiki/Surtees,Surtees,British,1977,17
12,12,1,0,penske,http://en.wikipedia.org/wiki/Penske_Racing,Penske,American,1977,17
,-,0,0,march,http://en.wikipedia.org/wiki/March_Engineering,March,British,1977,17
,-,0,0,hesketh,http://en.wikipedia.org/wiki/Hesketh_Racing,Hesketh,British,1977,17
,-,0,0,kojima,http://en.wikipedia.org/wiki/Kojima_Engineering,Kojima,Japanese,1977,17
,-,0,0,lec,http://en.wikipedia.org/wiki/LEC_(Formula_One),LEC,British,1977,17
,-,0,0,brm,http://en.wikipedia.org/wiki/BRM,BRM,British,1977,17
,-,0,0,boro,http://en.wikipedia.org/wiki/Boro_(Formula_One),Boro,Dutch,1977,17
,-,0,0,renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French,1977,17
