position,positionText,points,wins,constructorId,url,name,nationality,season,round
1,1,498,9,red_bull,http://en.wikipedia.org/wiki/Red_Bull_Racing,Red Bull,Austrian,2010,19
2,2,454,5,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,2010,19
3,3,396,5,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,2010,19
4,4,214,0,mercedes,http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One,Mercedes,German,2010,19
5,5,163,0,renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French,2010,19
6,6,69,0,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2010,19
7,7,68,0,force_india,http://en.wikipedia.org/wiki/Racing_Point_Force_India,Force India,Indian,2010,19
8,8,44,0,sauber,http://en.wikipedia.org/wiki/Sauber_Motorsport,Sauber,Swiss,2010,19
9,9,13,0,toro_rosso,http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso,Toro Rosso,Italian,2010,19
10,10,0,0,lotus_racing,http://en.wikipedia.org/wiki/Lotus_Racing,Lotus,Malaysian,2010,19
11,11,0,0,hrt,http://en.wikipedia.org/wiki/Hispania_Racing,HRT,Spanish,2010,19
12,12,0,0,virgin,http://en.wikipedia.org/wiki/Virgin_Racing,Virgin,British,2010,19
