position,positionText,points,wins,constructorId,url,name,nationality,season,round
1,1,141,9,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,1986,16
2,2,96,4,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1986,16
3,3,58,2,team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1986,16
4,4,37,0,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1986,16
5,5,29,0,ligier,http://en.wikipedia.org/wiki/Ligier,Ligier,French,1986,16
6,6,19,1,benetton,http://en.wikipedia.org/wiki/Benetton_Formula,Benetton,Italian,1986,16
7,7,11,0,tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1986,16
8,8,6,0,lola,http://en.wikipedia.org/wiki/MasterCard_Lola,Lola,British,1986,16
9,9,2,0,brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1986,16
10,10,1,0,arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,1986,16
,-,0,0,zakspeed,http://en.wikipedia.org/wiki/Zakspeed,Zakspeed,German,1986,16
,-,0,0,minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian,1986,16
,-,0,0,osella,http://en.wikipedia.org/wiki/Osella,Osella,Italian,1986,16
,-,0,0,ags,http://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives,AGS,French,1986,16
