position,positionText,points,wins,constructorId,url,name,nationality,season,round
1,1,61,5,team_lotus,http://en.wikipedia.org/wiki/Team_Lotus,Team Lotus,British,1972,12
2,2,51,4,tyrrell,http://en.wikipedia.org/wiki/Tyrrell_Racing,Tyrrell,British,1972,12
3,3,49,1,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,1972,12
4,4,33,1,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,1972,12
5,5,18,0,surtees,http://en.wikipedia.org/wiki/Surtees,Surtees,British,1972,12
6,6,15,0,march,http://en.wikipedia.org/wiki/March_Engineering,March,British,1972,12
7,7,14,1,brm,http://en.wikipedia.org/wiki/BRM,BRM,British,1972,12
8,8,12,0,matra,http://en.wikipedia.org/wiki/Matra,Matra,French,1972,12
9,9,7,0,brabham,http://en.wikipedia.org/wiki/Brabham,Brabham,British,1972,12
,-,0,0,tecno,http://en.wikipedia.org/wiki/Tecno,Tecno,Italian,1972,12
,-,0,0,connew,http://en.wikipedia.org/wiki/Connew,Connew,British,1972,12
,-,0,0,politoys,http://en.wikipedia.org/wiki/Frank_Williams_Racing_Cars,Politoys,British,1972,12
