position,positionText,points,wins,constructorId,url,name,nationality,season,round
1,1,221,15,ferrari,http://en.wikipedia.org/wiki/Scuderia_Ferrari,Ferrari,Italian,2002,17
2,2,92,1,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2002,17
3,3,65,1,mclaren,http://en.wikipedia.org/wiki/McLaren,McLaren,British,2002,17
4,4,23,0,renault,http://en.wikipedia.org/wiki/Renault_in_Formula_One,Renault,French,2002,17
5,5,11,0,sauber,http://en.wikipedia.org/wiki/Sauber_Motorsport,Sauber,Swiss,2002,17
6,6,9,0,jordan,http://en.wikipedia.org/wiki/Jordan_Grand_Prix,Jordan,Irish,2002,17
7,7,8,0,jaguar,http://en.wikipedia.org/wiki/Jaguar_Racing,Jaguar,British,2002,17
8,8,7,0,bar,http://en.wikipedia.org/wiki/British_American_Racing,BAR,British,2002,17
9,9,2,0,minardi,http://en.wikipedia.org/wiki/Minardi,Minardi,Italian,2002,17
10,10,2,0,toyota,http://en.wikipedia.org/wiki/Toyota_Racing,Toyota,Japanese,2002,17
11,11,2,0,arrows,http://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,Arrows,British,2002,17
